"id","group","score"
"X1XXXX2X","PPI_motif",4
"X2X1X1X1X","PPI_motif",4
"X2X1X2X","PPI_motif",4
"X2X3X5X3X2XX2XX2XX","PPI_motif",4
"X2X4X","PPI_motif",4
"X2X4XX","PPI_motif",4
"X2X5X","PPI_motif",4
"X2X6X","PPI_motif",4
"X2X7X","PPI_motif",4
"X2XX1XX2XX","PPI_motif",4
"X2XX1XXX1XX2X","PPI_motif",4
"X2XX2X2XX2XX1XX2XX1XX2X","PPI_motif",4
"X2XX2X5X3X2XX2XX2XX","PPI_motif",4
"X2XX2XX2XX","PPI_motif",4
"X2XX3X3X","PPI_motif",4
"X2XX3XX5X3X2XX2XX2XX","PPI_motif",4
"X2XX4X2X","PPI_motif",4
"X2XX5X","PPI_motif",4
"X2XX5XX","PPI_motif",4
"X2XXX3X","PPI_motif",4
"X3X2X1X","PPI_motif",4
"X3X2X2XX","PPI_motif",4
"X3X2X3XX","PPI_motif",4
"X3X2X7XX4X","PPI_motif",4
"X3X2XX3X","PPI_motif",4
"X3X4XX4X1X","PPI_motif",4
"X3X5X","PPI_motif",4
"X3X5XX","PPI_motif",4
"X3XXXXXX","PPI_motif",4
"X4X1X","PPI_motif",4
"X4X2XX1X","PPI_motif",4
"X4XX2X","PPI_motif",4
"X4XXXXX","PPI_motif",4
"X5X1X","PPI_motif",4
"X5X2X","PPI_motif",4
"X5X3X","PPI_motif",4
"X5XX2X","PPI_motif",4
"X6X4XX","PPI_motif",4
"X6XX1X","PPI_motif",4
"X6XX2XX","PPI_motif",4
"X6XXXX","PPI_motif",4
"X7X","PPI_motif",4
"X7X3X","PPI_motif",4
"X7XX","PPI_motif",4
"XX1X2X1X","PPI_motif",4
"XX1XX2X2XX2XX1XX2XX1XX2X2XX","PPI_motif",4
"XX1XX2XX1XX","PPI_motif",4
"XX1XX2XX1XX2X2XX2XX1XX2XX1XX2XX3XX","PPI_motif",4
"XX1XXX1X","PPI_motif",4
"XX1XXXXXXX","PPI_motif",4
"XX2X1XX","PPI_motif",4
"XX2X2XX2X","PPI_motif",4
"XX2X2XX2XX2XXXXX","PPI_motif",4
"XX2X3X2XX2X3XX1XX2XX","PPI_motif",4
"XX2X3X2XX2XX2X2XX2XX2X2XX2XX2X2XX","PPI_motif",4
"XX2X7X","PPI_motif",4
"XX2XX1XX2X","PPI_motif",4
"XX2XX7X","PPI_motif",4
"XX2XXXXX","PPI_motif",4
"XX3X3X2X","PPI_motif",4
"XX3X5X","PPI_motif",4
"XX3XX2X","PPI_motif",4
"XX3XX3X","PPI_motif",4
"XX6X2X","PPI_motif",4
"XX7X5X","PPI_motif",4
"XXX1X3X","PPI_motif",4
"XXX1XX3X","PPI_motif",4
"XXX2X1XX1X","PPI_motif",4
"XXX2XX1X1X","PPI_motif",4
"XXX3X2X1X","PPI_motif",4
"XXX3XX1X","PPI_motif",4
"XXX5XX","PPI_motif",4
"XXXX1X1X2X","PPI_motif",4
"XXXX1X2X","PPI_motif",4
"XXXX3XX","PPI_motif",4
"XXXX4X","PPI_motif",4
"XXXX4XX","PPI_motif",4
"XXXX4XX4X","PPI_motif",4
"XXXXX2X2XX2XX1XX3X2XXX","PPI_motif",4
"XXXXXX3X","PPI_motif",4
"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX","PPI_motif",4
"X1X2X1XX","PPI_motif",3
"X1X2X7X4X3X2X1X1X","PPI_motif",3
"X1X2XX2X","PPI_motif",3
"X1X2XXX","PPI_motif",3
"X1X3X1X","PPI_motif",3
"X1X3X2X","PPI_motif",3
"X1X3X4X","PPI_motif",3
"X1X3XXX","PPI_motif",3
"X1X4X1X","PPI_motif",3
"X1X4XXX","PPI_motif",3
"X1X6X1XX","PPI_motif",3
"X1XX1X3XX2XX2XX3X1X2XX","PPI_motif",3
"X1XX1X4X","PPI_motif",3
"X1XX1XX1X","PPI_motif",3
"X1XX1XX2X","PPI_motif",3
"X1XX1XXX","PPI_motif",3
"X1XX3X1X","PPI_motif",3
"X1XX3XX","PPI_motif",3
"X1XX4X3X6X3X","PPI_motif",3
"X1XX6X","PPI_motif",3
